"데이터기준일자","행정동","설치 수","도로명주소","설치목적","카메라화소수","보관일수","관리기관 전화번호","위도","경도"
"2023-05-17","인수동","1","서울특별시 강북구 삼각산로4나길 5-12","생활방범","200","30","02-901-7266","37.63807","127.0083"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로55길 47","생활방범","200","30","02-901-7266","37.63673","127.0103"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 40","생활방범","200","30","02-901-7266","37.62189","127.0179"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 40","생활방범","200","30","02-901-7266","37.62189","127.0179"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로41길 40","생활방범","200","30","02-901-7266","37.62189","127.0179"
"2023-05-17","삼양동","1","서울특별시 강북구 솔매로22길 43","생활방범","200","30","02-901-7266","37.62408","127.0154"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로59길 38","생활방범","200","30","02-901-7266","37.62785","127.0225"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 62","생활방범","200","30","02-901-7266","37.61381","127.0327"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로38길 5","생활방범","200","30","02-901-7266","37.61545","127.034"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로64나길 52","생활방범","200","30","02-901-7266","37.61633","127.0247"
"2023-05-17","송천동","1","서울특별시 강북구 도봉로13가길 9-2","생활방범","200","30","02-901-7266","37.61468","127.029"
"2023-05-17","송천동","1","서울특별시 강북구 도봉로13가길 9-2","생활방범","200","30","02-901-7266","37.61468","127.029"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로59길 17","생활방범","200","30","02-901-7266","37.619","127.0257"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로34길 42","어린이보호","200","30","02-901-7266","37.62235","127.0306"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로34길 42","어린이보호","900","30","02-901-7266","37.62236","127.0306"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 99","생활방범","200","30","02-901-7266","37.63836","127.0277"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25다길 54","생활방범","200","30","02-901-7266","37.62656","127.0347"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25다길 54","생활방범","200","30","02-901-7266","37.62656","127.0347"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25다길 54","생활방범","200","30","02-901-7266","37.62656","127.0347"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25다길 54","생활방범","200","30","02-901-7266","37.62656","127.0347"
"2023-05-17","번2동","1","서울특별시 강북구 오현로25다길 54","생활방범","360","30","02-901-7266","37.62656","127.0347"
"2023-05-17","번3동","1","서울특별시 강북구 오현로34길 23","생활방범","200","30","02-901-7266","37.62812","127.0399"
"2023-05-17","번3동","1","서울특별시 강북구 오현로34길 23","생활방범","900","30","02-901-7266","37.62812","127.0399"
"2023-05-17","번3동","1","서울특별시 강북구 오현로34길 23","생활방범","200","30","02-901-7266","37.62812","127.0399"
"2023-05-17","번3동","1","서울특별시 강북구 오현로34길 23","생활방범","200","30","02-901-7266","37.62812","127.0399"
"2023-05-17","번3동","1","서울특별시 강북구 오현로34길 23","생활방범","200","30","02-901-7266","37.62812","127.0399"
"2023-05-17","번2동","1","서울특별시 강북구 덕릉로40길 18","생활방범","200","30","02-901-7266","37.63442","127.0304"
"2023-05-17","수유1동","1","서울특별시 강북구 수유로8길 17","어린이보호","200","30","02-901-7266","37.63285","127.0202"
"2023-05-17","수유1동","1","서울특별시 강북구 수유로8길 17","어린이보호","900","30","02-901-7266","37.63288","127.0202"
"2023-05-17","수유2동","1","서울특별시 강북구 삼양로130길 13","생활방범","200","30","02-901-7266","37.64675","127.0158"
"2023-05-17","수유3동","1","서울특별시 강북구 한천로144길 35","생활방범","200","30","02-901-7266","37.64242","127.0266"
"2023-05-17","수유3동","1","서울특별시 강북구 한천로144길 35","생활방범","200","30","02-901-7266","37.64242","127.0266"
"2023-05-17","수유3동","1","서울특별시 강북구 한천로144길 35","생활방범","200","30","02-901-7266","37.64242","127.0266"
"2023-05-17","수유3동","1","서울특별시 강북구 삼양로98길 32(맞은편 공원)","생활방범","200","30","02-901-7266","37.63874","127.0188"
"2023-05-17","수유3동","1","서울특별시 강북구 삼양로98길 29","생활방범","200","30","02-901-7266","37.63874","127.0188"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로139길 16","생활방범","200","30","02-901-7266","37.6494","127.0129"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로139길 16","생활방범","200","30","02-901-7266","37.63764","127.0201"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로52가길 28","생활방범","200","30","02-901-7266","37.6366","127.0138"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로51길 14","생활방범","200","30","02-901-7266","37.63546","127.0123"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로159길 33","생활방범","200","30","02-901-7266","37.65812","127.0121"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로159길 33","생활방범","200","30","02-901-7266","37.65812","127.0121"
"2023-05-17","인수동","1","서울특별시 강북구 삼양로117길 59","생활방범","200","30","02-901-7266","37.64423","127.013"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 147","생활방범","200","30","02-901-7266","37.62687","127.0286"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 147","생활방범","200","30","02-901-7266","37.62687","127.0286"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 147","생활방범","200","30","02-901-7266","37.62687","127.0286"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로45길 33","생활방범","200","30","02-901-7266","37.624","127.0251"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21길 19","생활방범","200","30","02-901-7266","37.61434","127.038"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21길 19","생활방범","360","30","02-901-7266","37.61434","127.038"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21길 19","생활방범","200","30","02-901-7266","37.61434","127.038"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21길 19","생활방범","200","30","02-901-7266","37.61434","127.038"
"2023-05-17","송천동","1","서울특별시 강북구 솔샘로60길 16","생활방범","200","30","02-901-7266","37.61774","127.0247"
"2023-05-17","번1동","1","서울특별시 강북구 오패산로67길 39","생활방범","200","30","02-901-7266","37.63567","127.0258"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 13","생활방범","200","30","02-901-7266","37.63855","127.0307"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 13","생활방범","360","30","02-901-7266","37.63855","127.0307"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 13","생활방범","200","30","02-901-7266","37.63855","127.0307"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 13","생활방범","200","30","02-901-7266","37.63855","127.0307"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 13","생활방범","200","30","02-901-7266","37.63855","127.0307"
"2023-05-17","수유3동","1","서울특별시 강북구 수유로17길 42","생활방범","200","30","02-901-7266","37.63684","127.0188"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 47","생활방범","200","30","02-901-7266","37.64618","127.0216"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로131길 16","생활방범","200","30","02-901-7266","37.64746","127.0135"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로77가길 51","어린이보호","200","30","02-901-7266","37.62841","127.0153"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로77가길 51","어린이보호","900","30","02-901-7266","37.62842","127.0153"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로79길 61","생활방범","200","30","02-901-7266","37.64314","127.0085"
"2023-05-17","수유1동","1","서울특별시 강북구 수유로5길 21","생활방범","200","30","02-901-7266","37.63338","127.0183"
"2023-05-17","수유2동","1","서울특별시 강북구 한천로160길 31","생활방범","200","30","02-901-7266","37.64605","127.0212"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로123길 40-15","생활방범","200","30","02-901-7266","37.6454","127.0133"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로123길 46-16","생활방범","200","30","02-901-7266","37.64537","127.013"
"2023-05-17","인수동","1","서울특별시 강북구 삼각산로4나길 11-8","생활방범","200","30","02-901-7266","37.63777","127.008"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로73나길 2","생활방범","200","30","02-901-7266","37.64208","127.009"
"2023-05-17","우이동","1","서울특별시 강북구 인수봉로79길 14-3","생활방범","200","30","02-901-7266","37.64513","127.0099"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로131길 65-6","생활방범","200","30","02-901-7266","37.64678","127.011"
"2023-05-17","번2동","1","서울특별시 강북구 신창교","재난재해","200","30","02-901-7266","37.63272","127.0389"
"2023-05-17","수유2동","1","서울특별시 강북구 한천로170가길 14-1","재난재해","200","30","02-901-7266","37.64859","127.0167"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로59길 18","생활방범","200","30","02-901-7266","37.62639","127.0172"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로59길 18","생활방범","200","30","02-901-7266","37.62639","127.0172"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로59길 18","생활방범","200","30","02-901-7266","37.62639","127.0172"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로72길 29 ?","생활방범","200","30","02-901-7266","37.63226","127.0258"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로72길 29 ?","생활방범","200","30","02-901-7266","37.63226","127.0258"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로72길 29 ?","생활방범","200","30","02-901-7266","37.63226","127.0258"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로72길 29 ?","생활방범","360","30","02-901-7266","37.63226","127.0258"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로72길 29 ?","생활방범","200","30","02-901-7266","37.63226","127.0258"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로57길 33","생활방범","200","30","02-901-7266","37.62755","127.0237"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로47길 54","생활방범","200","30","02-901-7266","37.62399","127.0231"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로47길 54","생활방범","650","30","02-901-7266","37.62399","127.0231"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로47길 54","생활방범","200","30","02-901-7266","37.62399","127.0231"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로47길 54","생활방범","200","30","02-901-7266","37.62399","127.0231"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10다길 24","생활방범","200","30","02-901-7266","37.61483","127.0322"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10다길 24","생활방범","200","30","02-901-7266","37.61483","127.0322"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로10다길 24","생활방범","200","30","02-901-7266","37.61483","127.0322"
"2023-05-17","송중동","1","서울특별시 강북구 월계로21나길 51","생활방범","200","30","02-901-7266","37.61668","127.0378"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로20길 27","어린이보호","200","30","02-901-7266","37.61453","127.0238"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로20길 27","어린이보호","900","30","02-901-7266","37.61452","127.0238"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로38라길 26","생활방범","200","30","02-901-7266","37.62021","127.0226"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로54길 68","생활방범","200","30","02-901-7266","37.62303","127.0219"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로52마길 20-14","생활방범","200","30","02-901-7266","37.62545","127.0312"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로52마길 20-48(맞은편 공원)","생활방범","740","30","02-901-7266","37.6254","127.0312"
"2023-05-17","번1동","1","서울특별시 강북구 오패산로77가길 18","생활방범","200","30","02-901-7266","37.63634","127.0265"
"2023-05-17","번1동","1","서울특별시 강북구 한천로132길 19","어린이보호","200","30","02-901-7266","37.63977","127.0289"
"2023-05-17","번1동","1","서울특별시 강북구 한천로132길 19","어린이보호","900","30","02-901-7266","37.63977","127.0289"
"2023-05-17","번1동","1","서울특별시 강북구 한천로132길 19","어린이보호","200","30","02-901-7266","37.63977","127.0289"
"2023-05-17","번1동","1","서울특별시 강북구 한천로132길 19","어린이보호","200","30","02-901-7266","37.63977","127.0289"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로163길 52","어린이보호","200","30","02-901-7266","37.65952","127.0115"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로163길 52","교통단속","200","30","02-901-7266","37.65959","127.0115"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로163길 52","어린이보호","900","30","02-901-7266","37.65947","127.0115"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로23길 58","생활방범","200","30","02-901-7266","37.64565","127.0203"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로23길 58","생활방범","200","30","02-901-7266","37.64555","127.0204"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 39-10","생활방범","200","30","02-901-7266","37.64572","127.0213"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 39-10","생활방범","900","30","02-901-7266","37.64572","127.0213"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 39-10","생활방범","200","30","02-901-7266","37.64572","127.0213"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 39-10","생활방범","200","30","02-901-7266","37.64572","127.0213"
"2023-05-17","수유2동","1","서울특별시 강북구 노해로27길 39-10","생활방범","900","30","02-901-7266","37.64572","127.0213"
"2023-05-17","우이동","1","서울특별시 강북구 삼양로131길 11-21","생활방범","200","30","02-901-7266","37.64675","127.0142"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로52길 12-1","생활방범","200","30","02-901-7266","37.6355","127.014"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로80길 55","생활방범","200","30","02-901-7266","37.63147","127.0208"
"2023-05-17","수유1동","1","서울특별시 강북구 삼양로80길 55","생활방범","200","30","02-901-7266","37.63147","127.0208"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로7길 46","생활방범","200","30","02-901-7266","37.63764","127.0201"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로7길 46","생활방범","360","30","02-901-7266","37.63764","127.0201"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로7길 46","생활방범","200","30","02-901-7266","37.63764","127.0201"
"2023-05-17","수유3동","1","서울특별시 강북구 노해로7길 46","생활방범","200","30","02-901-7266","37.63764","127.0201"
"2023-05-17","번2동","1","서울특별시 강북구 번동 산23-15","생활방범","200","30","02-901-7266","37.62786","127.0338"
"2023-05-17","미아동","1","서울특별시 강북구 오패산로52사길 24","생활방범","200","30","02-901-7266","37.62827","127.0316"
"2023-05-17","송중동","1","서울특별시 강북구 월계로7길 38-6","시설물관리","200","30","02-901-7266","37.61169","127.0337"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 106","시설물관리","200","30","02-901-7266","37.61182","127.0331"
"2023-05-17","송천동","1","서울특별시 강북구 도봉로23길 17","시설물관리","200","30","02-901-7266","37.61884","127.028"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로51가길 30","어린이보호","200","30","02-901-7266","37.63755","127.0338"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로51가길 30","어린이보호","900","30","02-901-7266","37.63756","127.0338"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길 138 ?","어린이보호","200","30","02-901-7266","37.61647","127.0155"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길 138 ?","어린이보호","200","30","02-901-7266","37.61647","127.0155"
"2023-05-17","삼각산동","1","서울특별시 강북구 삼양로19길 138 ?","어린이보호","900","30","02-901-7266","37.61644","127.0156"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로49길 16","어린이보호","200","30","02-901-7266","37.62338","127.0178"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로49길 16","어린이보호","900","30","02-901-7266","37.62336","127.0178"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로 12","어린이보호","200","30","02-901-7266","37.62135","127.0126"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로 12","어린이보호","900","30","02-901-7266","37.6214","127.0126"
"2023-05-17","송중동","1","서울특별시 강북구 솔매로50가길 40","어린이보호","200","30","02-901-7266","37.62394","127.0301"
"2023-05-17","송중동","1","서울특별시 강북구 솔매로50가길 40","어린이보호","900","30","02-901-7266","37.62394","127.0302"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로22길 19","어린이보호","200","30","02-901-7266","37.6157","127.0226"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로22길 19","어린이보호","200","30","02-901-7266","37.6157","127.0226"
"2023-05-17","송천동","1","서울특별시 강북구 삼양로22길 19","어린이보호","900","30","02-901-7266","37.61569","127.0227"
"2023-05-17","수유1동","1","서울특별시 강북구 화계사1나길 24 ","어린이보호","200","30","02-901-7266","37.63249","127.0112"
"2023-05-17","수유1동","1","서울특별시 강북구 화계사1나길 24 ","어린이보호","200","30","02-901-7266","37.63249","127.0112"
"2023-05-17","수유1동","1","서울특별시 강북구 화계사1나길 24 ","어린이보호","900","30","02-901-7266","37.6325","127.0113"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 214","어린이보호","200","30","02-901-7266","37.63868","127.0137"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 214","어린이보호","200","30","02-901-7266","37.63868","127.0137"
"2023-05-17","인수동","1","서울특별시 강북구 인수봉로 214","어린이보호","900","30","02-901-7266","37.63866","127.0138"
"2023-05-17","송중동","1","서울특별시 강북구 오패산로52라길 107","생활방범","200","30","02-901-7266","37.62066","127.0335"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 21길 22","생활방범","200","30","02-901-7266","37.62599","127.0358"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 140","어린이보호","200","30","02-901-7266","37.62651","127.0275"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 140","어린이보호","200","30","02-901-7266","37.62651","127.0275"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로 140","어린이보호","900","30","02-901-7266","37.6265","127.0276"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로52길 34","어린이보호","200","30","02-901-7266","37.62519","127.0282"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로52길 34","교통단속","200","30","02-901-7266","37.62513","127.0283"
"2023-05-17","미아동","1","서울특별시 강북구 솔매로52길 34","어린이보호","900","30","02-901-7266","37.62513","127.0283"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로46길 13","어린이보호","200","30","02-901-7266","37.62464","127.0277"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로46길 13","교통단속","200","30","02-901-7266","37.62458","127.0277"
"2023-05-17","미아동","1","서울특별시 강북구 도봉로46길 13","어린이보호","900","30","02-901-7266","37.62464","127.0277"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 15","어린이보호","200","30","02-901-7266","37.63603","127.0311"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 15","어린이보호","200","30","02-901-7266","37.63603","127.0311"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 15","어린이보호","900","30","02-901-7266","37.63599","127.0311"
"2023-05-17","번1동","1","서울특별시 강북구 덕릉로41길 15","어린이보호","200","30","02-901-7266","37.63603","127.0311"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 38","어린이보호","200","30","02-901-7266","37.63919","127.0315"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 38","어린이보호","900","30","02-901-7266","37.63916","127.0316"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 38","어린이보호","200","30","02-901-7266","37.63916","127.0316"
"2023-05-17","번1동","1","서울특별시 강북구 한천로130길 38","어린이보호","200","30","02-901-7266","37.63916","127.0316"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 201","어린이보호","200","30","02-901-7266","37.62945","127.0401"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 201","교통단속","200","30","02-901-7266","37.62947","127.0401"
"2023-05-17","번2동","1","서울특별시 강북구 오현로 201","어린이보호","900","30","02-901-7266","37.62938","127.04"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 204","어린이보호","200","30","02-901-7266","37.62844","127.0403"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 204","어린이보호","200","30","02-901-7266","37.62844","127.0403"
"2023-05-17","번3동","1","서울특별시 강북구 오현로 204","어린이보호","900","30","02-901-7266","37.62845","127.0403"
"2023-05-17","번3동","1","서울특별시 강북구 월계로37길 75","어린이보호","200","30","02-901-7266","37.62551","127.0444"
"2023-05-17","번3동","1","서울특별시 강북구 월계로37길 75","어린이보호","900","30","02-901-7266","37.62551","127.0445"
"2023-05-17","번3동","1","서울특별시 강북구 월계로37길 75","어린이보호","200","30","02-901-7266","37.62547","127.0445"
"2023-05-17","번3동","1","서울특별시 강북구 월계로 221","어린이보호","200","30","02-901-7266","37.62334","127.0461"
"2023-05-17","번3동","1","서울특별시 강북구 월계로 221","교통단속","200","30","02-901-7266","37.62341","127.0461"
"2023-05-17","번3동","1","서울특별시 강북구 월계로 221","어린이보호","900","30","02-901-7266","37.62333","127.0461"
"2023-05-17","번3동","1","서울특별시 강북구 월계로 221","어린이보호","200","30","02-901-7266","37.62333","127.0461"
"2023-05-17","번3동","1","서울특별시 강북구 월계로 221","어린이보호","200","30","02-901-7266","37.62333","127.0461"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로47길 19","어린이보호","200","30","02-901-7266","37.62293","127.0181"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로47길 19","어린이보호","200","30","02-901-7266","37.62293","127.0181"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로47길 19","어린이보호","900","30","02-901-7266","37.62295","127.0181"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로 225","어린이보호","200","30","02-901-7266","37.62357","127.0187"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로 225","교통단속","200","30","02-901-7266","37.62355","127.0186"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로 225","어린이보호","900","30","02-901-7266","37.62357","127.0187"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로 225","어린이보호","200","30","02-901-7266","37.62843","127.0403"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로51길 5-1","어린이보호","200","30","02-901-7266","37.62391","127.0182"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로51길 5-1","어린이보호","900","30","02-901-7266","37.62391","127.0182"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로51길 5-1","어린이보호","200","30","02-901-7266","37.6239","127.0182"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로51길 5-1","어린이보호","200","30","02-901-7266","37.6239","127.0182"
"2023-05-17","삼양동","1","서울특별시 강북구 삼양로51길 5-1","어린이보호","200","30","02-901-7266","37.6239","127.0182"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6길 8","어린이보호","200","30","02-901-7266","37.62198","127.0134"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6길 8","어린이보호","200","30","02-901-7266","37.62198","127.0134"
"2023-05-17","삼양동","1","서울특별시 강북구 인수봉로6길 8","어린이보호","900","30","02-901-7266","37.622","127.0134"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로 197","어린이보호","200","30","02-901-7266","37.6203","127.0144"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로 197","어린이보호","200","30","02-901-7266","37.6203","127.0144"
"2023-05-17","삼양동","1","서울특별시 강북구 솔샘로 197","어린이보호","900","30","02-901-7266","37.62031","127.0144"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로16길 11","어린이보호","200","30","02-901-7266","37.61703","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로16길 11","어린이보호","200","30","02-901-7266","37.61703","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로16길 11","어린이보호","900","30","02-901-7266","37.61702","127.031"
"2023-05-17","송중동","1","서울특별시 강북구 솔매로50길 78","어린이보호","200","30","02-901-7266","37.62309","127.0282"
"2023-05-17","송중동","1","서울특별시 강북구 솔매로50길 78","교통단속","200","30","02-901-7266","37.62302","127.0282"
"2023-05-17","송중동","1","서울특별시 강북구 솔매로50길 78","어린이보호","900","30","02-901-7266","37.62309","127.0282"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로38길 56","어린이보호","200","30","02-901-7266","37.62357","127.0307"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로38길 56","어린이보호","900","30","02-901-7266","37.62357","127.0307"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로38길 56","어린이보호","200","30","02-901-7266","37.62355","127.0308"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 6","어린이보호","200","30","02-901-7266","37.61621","127.0323"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 6","어린이보호","200","30","02-901-7266","37.61621","127.0323"
"2023-05-17","송중동","1","서울특별시 강북구 오현로6길 6","어린이보호","900","30","02-901-7266","37.61621","127.0323"
"2023-05-17","송중동","1","서울특별시 강북구 도봉로16길 27","어린이보호","200","30","02-901-7266","37.61745","127.0317"
